id_registo,data_registo,unidade_organizacional,tipo_servico,indicador_si,taxa_resolucao,tempo_resposta,satisfacao_cidadao,volume_interacoes,canal_utilizado,taxa_abandono,erros_tecnicos,transparencia,feedback_cidadao,segmentacao_utilizador,area_tematica,indicador_kpi
532,2024-06-23,Departamento De Planeamento Estratégico,Serviços Digitais,86.34,87.38,61,4.4,225,Email,8.98,7,Sim,Falta De Informação,Empresa,Mobilidade,77.85
533,2024-07-10,Serviços De Educação,Telefone,87.81,90.54,31,4.3,264,Presencial,9.28,3,Sim,Bom Serviço,Utilizador Vulnerável,Habitação,87.06
534,2024-08-07,Gabinete De Atendimento Ao Cidadão,Chatbot,71.84,84.01,76,3.9,235,Chatbot,14.55,9,Não,Processo Complicado,Reforma/Pensionista,Digitalização,69.21
535,2024-08-24,Serviços De Ti,Atendimento Presencial,78.65,78.41,65,3.6,193,Portal,14.66,10,Sim,Tempo De Espera Elevado,Cidadão,Ambiente,69.31
536,2024-09-10,Departamento De Saúde Pública,Portal Online,92.60,97.36,14,5.0,391,Aplicacao_Movel,0.66,2,Sim,Muito Satisfeito,Estudante,Inovação,95.00
537,2024-09-27,Direcção De Serviços Financeiros,Balcão Único,74.96,79.93,79,3.7,242,Telefone,19.74,10,Sim,Sistema Lento,Funcionário Público,Educação,65.48
538,2024-10-14,Departamento De Inovação E Digitalização,Email,91.70,94.90,26,4.4,309,Email,4.34,3,Sim,Bom Serviço,Empresa,Saúde,90.30
539,2024-10-31,Direcção De Recursos Humanos,Serviços Digitais,91.38,95.32,28,4.6,366,Presencial,6.28,3,Sim,Serviço Eficiente,Utilizador Vulnerável,Social,91.31
540,2024-11-17,Departamento De Planeamento Estratégico,Telefone,77.63,82.58,58,3.9,277,Chatbot,12.30,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,72.88
541,2024-12-04,Serviços De Educação,Chatbot,94.20,88.73,30,4.8,407,Portal,4.60,2,Sim,Muito Satisfeito,Cidadão,Mobilidade,89.57
542,2024-12-21,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,74.93,80.96,68,3.7,221,Aplicacao_Movel,14.95,6,Sim,Falta De Informação,Estudante,Habitação,73.05
543,2024-01-18,Serviços De Ti,Portal Online,78.74,81.52,58,4.1,257,Telefone,11.09,6,Não,Muito Satisfeito,Funcionário Público,Digitalização,75.39
544,2024-02-04,Departamento De Saúde Pública,Balcão Único,88.35,86.98,50,4.5,294,Email,7.50,6,Sim,Falta De Informação,Empresa,Ambiente,80.93
545,2024-02-21,Direcção De Serviços Financeiros,Email,94.07,91.94,26,4.8,289,Presencial,4.86,4,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Inovação,87.87
546,2024-03-09,Departamento De Inovação E Digitalização,Serviços Digitais,83.30,88.78,38,4.0,428,Chatbot,8.95,7,Sim,Falta De Informação,Reforma/Pensionista,Educação,81.93
547,2024-03-26,Direcção De Recursos Humanos,Telefone,85.44,85.21,54,4.0,360,Portal,12.06,5,Sim,Muito Satisfeito,Cidadão,Saúde,79.46
548,2024-04-12,Departamento De Planeamento Estratégico,Chatbot,84.18,84.73,45,4.2,243,Aplicacao_Movel,8.03,5,Sim,Falta De Informação,Estudante,Social,81.71
549,2024-04-29,Serviços De Educação,Atendimento Presencial,93.12,89.63,24,4.8,370,Telefone,2.47,4,Sim,Serviço Eficiente,Funcionário Público,Cultura,90.83
550,2024-05-16,Gabinete De Atendimento Ao Cidadão,Portal Online,95.37,94.10,14,5.0,409,Email,1.89,0,Sim,Resposta Rápida E Eficaz,Empresa,Mobilidade,94.90
551,2024-06-02,Serviços De Ti,Balcão Único,93.05,93.07,29,4.3,337,Presencial,4.43,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,88.51
552,2024-06-30,Departamento De Saúde Pública,Email,94.79,90.98,14,4.9,435,Chatbot,1.81,4,Não,Excelente Atendimento,Reforma/Pensionista,Digitalização,91.15
553,2024-07-17,Direcção De Serviços Financeiros,Serviços Digitais,80.51,85.22,45,4.4,398,Portal,8.05,7,Sim,Muito Satisfeito,Cidadão,Ambiente,78.49
554,2024-08-03,Departamento De Inovação E Digitalização,Telefone,79.64,82.87,61,4.3,308,Aplicacao_Movel,13.62,5,Sim,Falta De Informação,Estudante,Inovação,77.43
555,2024-08-20,Direcção De Recursos Humanos,Chatbot,72.63,79.39,70,3.7,361,Telefone,12.41,9,Sim,Muito Satisfeito,Funcionário Público,Educação,70.19
556,2024-09-06,Departamento De Planeamento Estratégico,Atendimento Presencial,95.16,94.28,6,4.7,308,Email,3.39,0,Sim,Muito Satisfeito,Empresa,Saúde,94.77
557,2024-09-23,Serviços De Educação,Portal Online,84.43,86.33,43,4.2,274,Presencial,8.41,3,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,84.97
558,2024-10-10,Gabinete De Atendimento Ao Cidadão,Balcão Único,86.41,91.28,45,4.4,246,Chatbot,11.15,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,82.74
559,2024-10-27,Serviços De Ti,Email,85.25,85.09,41,4.2,272,Portal,12.24,7,Sim,Muito Satisfeito,Cidadão,Mobilidade,80.86
560,2024-11-13,Departamento De Saúde Pública,Serviços Digitais,77.20,76.02,73,3.8,252,Aplicacao_Movel,14.89,11,Sim,Tempo De Espera Elevado,Estudante,Habitação,66.37
561,2024-12-11,Direcção De Serviços Financeiros,Telefone,82.73,82.38,66,3.7,250,Telefone,13.75,6,Não,Muito Satisfeito,Funcionário Público,Digitalização,73.52
562,2024-12-28,Departamento De Inovação E Digitalização,Chatbot,80.15,84.57,63,4.1,343,Email,14.85,9,Sim,Falta De Informação,Empresa,Ambiente,75.66
563,2024-01-14,Direcção De Recursos Humanos,Atendimento Presencial,80.99,79.27,75,4.0,390,Presencial,15.20,10,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,71.02
564,2024-01-31,Departamento De Planeamento Estratégico,Portal Online,76.97,79.39,81,3.6,267,Chatbot,13.78,8,Não,Processo Complicado,Reforma/Pensionista,Educação,69.73
565,2024-02-17,Serviços De Educação,Balcão Único,76.91,78.82,75,3.7,216,Portal,14.02,11,Não,Tempo De Espera Elevado,Cidadão,Saúde,68.02
566,2024-03-05,Gabinete De Atendimento Ao Cidadão,Email,96.22,97.72,4,5.0,308,Aplicacao_Movel,1.39,0,Sim,Muito Satisfeito,Estudante,Social,97.48
567,2024-03-22,Serviços De Ti,Serviços Digitais,96.54,96.15,22,4.9,332,Telefone,3.70,2,Sim,Excelente Atendimento,Funcionário Público,Cultura,94.90
568,2024-04-08,Departamento De Saúde Pública,Telefone,88.50,90.63,25,4.5,287,Email,7.50,3,Sim,Bom Serviço,Empresa,Mobilidade,89.81
569,2024-04-25,Direcção De Serviços Financeiros,Chatbot,79.09,86.48,62,4.1,238,Presencial,12.50,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,75.23
570,2024-05-23,Departamento De Inovação E Digitalização,Atendimento Presencial,81.64,85.28,55,3.7,252,Chatbot,12.34,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,73.92
571,2024-06-09,Direcção De Recursos Humanos,Portal Online,86.61,91.56,42,4.6,268,Portal,8.32,3,Sim,Muito Satisfeito,Cidadão,Ambiente,84.36
572,2024-06-26,Departamento De Planeamento Estratégico,Balcão Único,92.00,91.12,25,4.3,398,Aplicacao_Movel,8.09,3,Sim,Excelente Atendimento,Estudante,Inovação,87.33
573,2024-07-13,Serviços De Educação,Email,93.15,94.41,28,4.7,341,Telefone,5.27,1,Sim,Bom Serviço,Funcionário Público,Educação,92.09
574,2024-07-30,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,76.47,79.13,86,3.8,215,Email,17.62,11,Sim,Processo Complicado,Empresa,Saúde,66.55
575,2024-08-16,Serviços De Ti,Telefone,88.64,90.70,30,4.7,324,Presencial,6.17,3,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Social,87.21
576,2024-09-02,Departamento De Saúde Pública,Chatbot,86.87,83.60,44,3.9,271,Chatbot,12.24,8,Sim,Falta De Informação,Reforma/Pensionista,Cultura,78.72
577,2024-09-19,Direcção De Serviços Financeiros,Atendimento Presencial,97.21,93.74,11,4.5,423,Portal,2.65,2,Sim,Excelente Atendimento,Cidadão,Mobilidade,94.23
578,2024-10-06,Departamento De Inovação E Digitalização,Portal Online,93.77,97.72,14,4.7,329,Aplicacao_Movel,1.03,3,Sim,Bom Serviço,Estudante,Habitação,95.09
579,2024-11-03,Direcção De Recursos Humanos,Balcão Único,80.67,86.16,47,4.3,311,Telefone,10.95,4,Não,Muito Satisfeito,Funcionário Público,Digitalização,80.06
580,2024-11-20,Departamento De Planeamento Estratégico,Email,89.32,90.22,39,4.3,268,Email,7.43,6,Sim,Falta De Informação,Empresa,Ambiente,82.38
581,2024-12-07,Serviços De Educação,Serviços Digitais,83.30,82.02,60,3.8,317,Presencial,13.99,9,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,74.71
582,2024-12-24,Gabinete De Atendimento Ao Cidadão,Telefone,79.94,85.11,52,4.1,300,Chatbot,11.30,6,Sim,Falta De Informação,Reforma/Pensionista,Educação,78.56
583,2024-01-10,Serviços De Ti,Chatbot,94.18,91.46,23,4.6,367,Portal,8.36,5,Sim,Bom Serviço,Cidadão,Saúde,88.18
584,2024-01-27,Departamento De Saúde Pública,Atendimento Presencial,92.40,90.99,25,4.5,329,Aplicacao_Movel,7.19,4,Sim,Serviço Eficiente,Estudante,Social,87.09
585,2024-02-13,Direcção De Serviços Financeiros,Portal Online,91.18,88.45,31,4.3,451,Telefone,7.92,5,Sim,Resposta Rápida E Eficaz,Funcionário Público,Cultura,88.13
586,2024-03-01,Departamento De Inovação E Digitalização,Balcão Único,89.85,88.40,29,4.5,362,Email,8.06,3,Sim,Muito Satisfeito,Empresa,Mobilidade,87.80
587,2024-03-18,Direcção De Recursos Humanos,Email,92.51,89.48,26,4.5,274,Presencial,4.82,2,Sim,Excelente Atendimento,Utilizador Vulnerável,Habitação,88.87
588,2024-04-15,Departamento De Planeamento Estratégico,Serviços Digitais,71.33,83.39,70,3.7,268,Chatbot,16.69,10,Não,Precisa Melhorias,Reforma/Pensionista,Digitalização,68.65
589,2024-05-02,Serviços De Educação,Telefone,86.39,93.52,28,4.5,282,Portal,7.97,3,Sim,Serviço Eficiente,Cidadão,Ambiente,87.08
590,2024-05-19,Gabinete De Atendimento Ao Cidadão,Chatbot,80.28,84.26,44,4.1,262,Aplicacao_Movel,8.41,5,Sim,Falta De Informação,Estudante,Inovação,77.86
591,2024-06-05,Serviços De Ti,Atendimento Presencial,76.60,84.25,58,3.8,319,Telefone,11.79,9,Sim,Muito Satisfeito,Funcionário Público,Educação,74.84
592,2024-06-22,Departamento De Saúde Pública,Portal Online,88.27,87.06,26,4.2,395,Email,7.24,4,Sim,Excelente Atendimento,Empresa,Saúde,85.80
593,2024-07-09,Direcção De Serviços Financeiros,Balcão Único,88.60,91.54,26,4.2,349,Presencial,4.64,4,Sim,Bom Serviço,Utilizador Vulnerável,Social,86.97
594,2024-07-26,Departamento De Inovação E Digitalização,Email,86.35,93.10,39,4.4,304,Chatbot,7.55,2,Sim,Serviço Eficiente,Reforma/Pensionista,Cultura,86.36
595,2024-08-12,Direcção De Recursos Humanos,Serviços Digitais,81.09,83.01,59,4.0,226,Portal,15.77,7,Sim,Muito Satisfeito,Cidadão,Mobilidade,72.84
596,2024-08-29,Departamento De Planeamento Estratégico,Telefone,99.34,97.50,11,4.7,380,Aplicacao_Movel,4.45,2,Sim,Muito Satisfeito,Estudante,Habitação,94.11
597,2024-09-26,Serviços De Educação,Chatbot,75.87,76.78,74,3.6,359,Telefone,14.24,9,Não,Sistema Lento,Funcionário Público,Digitalização,66.95
598,2024-10-13,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,75.09,83.14,55,4.1,318,Email,10.54,8,Sim,Falta De Informação,Empresa,Ambiente,73.66
599,2024-10-30,Serviços De Ti,Portal Online,83.03,83.54,60,4.1,320,Presencial,14.01,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,75.99
600,2024-11-16,Departamento De Saúde Pública,Balcão Único,86.73,89.11,39,4.5,372,Chatbot,7.76,5,Sim,Falta De Informação,Reforma/Pensionista,Educação,82.55
601,2024-12-03,Direcção De Serviços Financeiros,Email,90.53,92.87,26,4.5,381,Portal,8.33,2,Sim,Muito Satisfeito,Cidadão,Saúde,88.82
602,2024-12-20,Departamento De Inovação E Digitalização,Serviços Digitais,78.23,77.22,84,3.7,363,Aplicacao_Movel,18.14,10,Sim,Sistema Lento,Estudante,Social,67.45
603,2024-01-06,Direcção De Recursos Humanos,Telefone,77.80,84.94,59,3.7,369,Telefone,13.66,7,Sim,Muito Satisfeito,Funcionário Público,Cultura,74.25
604,2024-01-23,Departamento De Planeamento Estratégico,Chatbot,97.11,97.72,1,4.8,459,Email,0.23,2,Sim,Serviço Eficiente,Empresa,Mobilidade,97.49
605,2024-02-09,Serviços De Educação,Atendimento Presencial,70.64,80.80,89,3.8,378,Presencial,17.52,11,Sim,Tempo De Espera Elevado,Utilizador Vulnerável,Habitação,66.34
606,2024-03-08,Gabinete De Atendimento Ao Cidadão,Portal Online,83.26,88.53,45,4.2,285,Chatbot,10.01,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,78.95
607,2024-03-25,Serviços De Ti,Balcão Único,85.25,85.35,46,4.5,239,Portal,12.60,5,Sim,Muito Satisfeito,Cidadão,Ambiente,79.88
608,2024-04-11,Departamento De Saúde Pública,Email,68.77,77.93,78,3.8,285,Aplicacao_Movel,15.26,11,Não,Precisa Melhorias,Estudante,Inovação,65.13
609,2024-04-28,Direcção De Serviços Financeiros,Serviços Digitais,73.79,78.30,87,3.4,198,Telefone,16.06,11,Sim,Processo Complicado,Funcionário Público,Educação,66.26
610,2024-05-15,Departamento De Inovação E Digitalização,Telefone,91.83,90.33,44,4.3,305,Email,4.83,5,Sim,Resposta Rápida E Eficaz,Empresa,Saúde,85.15
611,2024-06-01,Direcção De Recursos Humanos,Chatbot,97.09,91.16,22,4.8,460,Presencial,5.48,1,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,91.19
612,2024-06-18,Departamento De Planeamento Estratégico,Atendimento Presencial,79.22,83.69,54,3.9,353,Chatbot,12.55,8,Sim,Falta De Informação,Reforma/Pensionista,Cultura,75.01
613,2024-07-05,Serviços De Educação,Portal Online,99.38,95.95,6,4.5,384,Portal,0.90,0,Sim,Bom Serviço,Cidadão,Mobilidade,94.72
614,2024-07-22,Gabinete De Atendimento Ao Cidadão,Balcão Único,82.47,81.48,60,3.9,289,Aplicacao_Movel,13.96,5,Sim,Falta De Informação,Estudante,Habitação,76.16
615,2024-08-19,Serviços De Ti,Email,87.85,93.69,37,4.6,435,Telefone,4.19,2,Não,Resposta Rápida E Eficaz,Funcionário Público,Digitalização,88.05
616,2024-09-05,Departamento De Saúde Pública,Serviços Digitais,96.98,96.57,23,4.9,382,Email,5.97,1,Sim,Muito Satisfeito,Empresa,Ambiente,92.01
617,2024-09-22,Direcção De Serviços Financeiros,Telefone,81.64,80.08,70,4.2,312,Presencial,14.17,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,73.36
618,2024-10-09,Departamento De Inovação E Digitalização,Chatbot,87.96,92.47,37,4.3,275,Chatbot,6.05,3,Sim,Bom Serviço,Reforma/Pensionista,Educação,86.29
619,2024-10-26,Direcção De Recursos Humanos,Atendimento Presencial,83.79,84.70,65,3.8,244,Portal,12.68,8,Sim,Muito Satisfeito,Cidadão,Saúde,75.76
620,2024-11-12,Departamento De Planeamento Estratégico,Portal Online,95.84,90.37,24,4.5,298,Aplicacao_Movel,3.13,1,Sim,Resposta Rápida E Eficaz,Estudante,Social,90.95
621,2024-11-29,Serviços De Educação,Balcão Único,84.72,86.77,28,4.3,356,Telefone,7.13,4,Sim,Muito Satisfeito,Funcionário Público,Cultura,85.40
622,2024-12-16,Gabinete De Atendimento Ao Cidadão,Email,81.09,79.91,62,4.0,272,Email,11.78,9,Sim,Falta De Informação,Empresa,Mobilidade,71.30
623,2024-01-02,Serviços De Ti,Serviços Digitais,77.27,78.85,79,3.7,348,Presencial,14.45,9,Sim,Precisa Melhorias,Utilizador Vulnerável,Habitação,67.53
624,2024-01-30,Departamento De Saúde Pública,Telefone,85.38,88.98,46,4.1,365,Chatbot,7.82,6,Não,Falta De Informação,Reforma/Pensionista,Digitalização,79.65
625,2024-02-16,Direcção De Serviços Financeiros,Chatbot,97.15,94.81,24,4.9,344,Portal,5.44,3,Sim,Resposta Rápida E Eficaz,Cidadão,Ambiente,92.98
626,2024-03-04,Departamento De Inovação E Digitalização,Atendimento Presencial,83.53,83.51,60,3.9,231,Aplicacao_Movel,14.90,7,Sim,Falta De Informação,Estudante,Inovação,75.00
627,2024-03-21,Direcção De Recursos Humanos,Portal Online,88.98,91.22,30,4.5,278,Telefone,6.12,3,Sim,Excelente Atendimento,Funcionário Público,Educação,88.94
628,2024-04-07,Departamento De Planeamento Estratégico,Balcão Único,71.22,75.65,91,3.6,301,Email,17.01,11,Não,Precisa Melhorias,Empresa,Saúde,64.59
629,2024-04-24,Serviços De Educação,Email,74.82,86.11,62,3.9,386,Presencial,15.35,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,73.01
630,2024-05-11,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,84.37,86.46,51,4.2,314,Chatbot,14.01,5,Sim,Falta De Informação,Reforma/Pensionista,Cultura,77.63
631,2024-05-28,Serviços De Ti,Telefone,70.58,79.72,74,3.7,253,Portal,18.70,10,Não,Falta De Informação,Cidadão,Mobilidade,66.43
632,2024-06-14,Departamento De Saúde Pública,Chatbot,76.46,84.29,64,3.9,288,Aplicacao_Movel,15.27,8,Sim,Falta De Informação,Estudante,Habitação,73.46
633,2024-07-12,Direcção De Serviços Financeiros,Atendimento Presencial,83.52,86.19,36,4.2,365,Telefone,6.75,5,Não,Muito Satisfeito,Funcionário Público,Digitalização,84.28
634,2024-07-29,Departamento De Inovação E Digitalização,Portal Online,73.44,78.08,74,3.6,346,Email,16.77,11,Sim,Processo Complicado,Empresa,Ambiente,65.87
635,2024-08-15,Direcção De Recursos Humanos,Balcão Único,93.11,94.12,12,4.7,475,Presencial,2.27,3,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Inovação,93.70
636,2024-09-01,Departamento De Planeamento Estratégico,Email,80.23,88.09,54,4.0,226,Chatbot,12.96,6,Sim,Falta De Informação,Reforma/Pensionista,Educação,77.40
637,2024-09-18,Serviços De Educação,Serviços Digitais,74.11,77.94,79,3.5,248,Portal,13.85,8,Sim,Sistema Lento,Cidadão,Saúde,69.39
638,2024-10-05,Gabinete De Atendimento Ao Cidadão,Telefone,84.85,89.13,47,3.9,242,Aplicacao_Movel,9.28,7,Sim,Falta De Informação,Estudante,Social,79.61
639,2024-10-22,Serviços De Ti,Chatbot,86.12,84.15,49,4.3,364,Telefone,13.90,8,Sim,Muito Satisfeito,Funcionário Público,Cultura,77.60
640,2024-11-08,Departamento De Saúde Pública,Atendimento Presencial,72.36,80.83,84,3.6,380,Email,15.13,9,Sim,Tempo De Espera Elevado,Empresa,Mobilidade,66.92
641,2024-11-25,Direcção De Serviços Financeiros,Portal Online,81.94,90.54,52,4.0,402,Presencial,8.11,4,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,81.44
642,2024-12-23,Departamento De Inovação E Digitalização,Balcão Único,89.18,88.84,46,4.2,382,Chatbot,8.59,6,Não,Falta De Informação,Reforma/Pensionista,Digitalização,83.21
643,2024-01-09,Direcção De Recursos Humanos,Email,82.96,83.80,58,4.4,265,Portal,9.19,7,Sim,Muito Satisfeito,Cidadão,Ambiente,79.52
644,2024-01-26,Departamento De Planeamento Estratégico,Serviços Digitais,69.13,77.84,92,3.4,325,Aplicacao_Movel,16.28,10,Sim,Processo Complicado,Estudante,Inovação,64.70
645,2024-02-12,Serviços De Educação,Telefone,96.24,93.08,11,4.8,424,Telefone,2.36,0,Sim,Resposta Rápida E Eficaz,Funcionário Público,Educação,93.71
646,2024-02-29,Gabinete De Atendimento Ao Cidadão,Chatbot,69.77,77.54,75,3.6,249,Email,17.44,10,Sim,Falta De Informação,Empresa,Saúde,66.83
647,2024-03-17,Serviços De Ti,Atendimento Presencial,92.57,92.43,27,4.3,299,Presencial,7.72,2,Sim,Excelente Atendimento,Utilizador Vulnerável,Social,88.10
648,2024-04-03,Departamento De Saúde Pública,Portal Online,77.77,84.15,63,4.0,331,Chatbot,11.69,9,Sim,Falta De Informação,Reforma/Pensionista,Cultura,74.28
649,2024-04-20,Direcção De Serviços Financeiros,Balcão Único,84.50,86.82,60,4.1,240,Portal,15.06,5,Sim,Muito Satisfeito,Cidadão,Mobilidade,75.57
650,2024-05-07,Departamento De Inovação E Digitalização,Email,83.57,84.40,45,4.2,381,Aplicacao_Movel,9.35,7,Sim,Falta De Informação,Estudante,Habitação,79.58
651,2024-06-04,Direcção De Recursos Humanos,Serviços Digitais,80.47,79.01,64,4.1,325,Telefone,16.64,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,70.10
652,2024-06-21,Departamento De Planeamento Estratégico,Telefone,89.32,87.96,34,4.3,364,Email,6.78,6,Sim,Falta De Informação,Empresa,Ambiente,83.79
653,2024-07-08,Serviços De Educação,Chatbot,76.40,84.75,69,4.1,256,Presencial,12.76,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,71.56
654,2024-07-25,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,88.76,87.49,35,4.3,294,Chatbot,9.16,4,Sim,Falta De Informação,Reforma/Pensionista,Educação,82.57
655,2024-08-11,Serviços De Ti,Portal Online,72.68,79.61,66,4.1,253,Portal,15.07,10,Sim,Muito Satisfeito,Cidadão,Saúde,70.49
656,2024-08-28,Departamento De Saúde Pública,Balcão Único,84.12,88.53,43,4.4,250,Aplicacao_Movel,9.71,7,Sim,Falta De Informação,Estudante,Social,79.50
657,2024-09-14,Direcção De Serviços Financeiros,Email,69.18,76.24,79,3.3,204,Telefone,17.49,10,Sim,Sistema Lento,Funcionário Público,Cultura,63.17
658,2024-10-01,Departamento De Inovação E Digitalização,Serviços Digitais,86.09,88.15,42,4.5,337,Email,10.04,5,Sim,Falta De Informação,Empresa,Mobilidade,84.01
659,2024-10-18,Direcção De Recursos Humanos,Telefone,68.73,76.37,81,3.8,192,Presencial,17.63,8,Não,Processo Complicado,Utilizador Vulnerável,Habitação,65.84
660,2024-11-15,Departamento De Planeamento Estratégico,Chatbot,77.86,82.68,50,3.8,340,Chatbot,10.49,8,Não,Falta De Informação,Reforma/Pensionista,Digitalização,75.50
